INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,TUITION FEE,AFFILIATED
ELEN,ELLENKI COLLGE OF ENGG AND TECHNOLOGY,PATANCHERU,SRD,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,34807,34807,34807,34807,34807,34807,34807,34807,34807,34807,34807,34807,67234,67234,70291,70291,65000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,75786,75786,75786,76456,75786,84775,75786,79881,75786,75786,76678,76678,79319,79461,75786,75786,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),24330,26651,46960,57958,28480,36840,24330,26651,39350,39350,81784,81784,75718,75718,25222,29937,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),20985,20985,23063,64965,32366,32366,34792,34792,30335,30335,48142,81879,84521,84521,65698,65698,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,14748,15167,42065,42065,21368,21368,55930,62098,23012,23012,45871,69079,63321,64278,38567,55334,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING ,16660,16660,47713,83347,23123,24187,16660,36750,28319,33100,45824,45824,75323,82784,69712,69712,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),30872,30872,49357,52719,43681,44262,30872,30872,43012,49041,48037,61503,32444,32444,66173,66173,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,26066,27115,63298,71353,37980,39017,82114,82114,41712,41712,81286,81286,79172,86181,58608,60374,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,31677,37267,52562,84001,85621,85621,31677,37267,47664,59796,54128,54128,64967,82596,71729,74566,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,INF,INFORMATION TECHNOLOGY,18572,18572,42843,65776,28561,30655,18572,32975,25097,29616,58024,58569,72496,73438,34096,75864,102000,JNTUH
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,KEESARA,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,60872,60872,84618,84618,85012,85012,60872,60872,80879,80879,75495,75495,85857,85857,60872,79774,102000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,50000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE  AND  ENGINEERING,43990,43990,82695,82695,85173,85173,43990,48368,52919,58082,43990,78034,86069,86069,71484,71484,50000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSM,COMPUTER SCIENCE AND ENGINEERING ,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,50000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,77203,77203,77203,77203,77203,77203,77203,77203,77203,82909,77203,77203,78230,79799,77203,77203,50000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,50000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CIV,CIVIL ENGINEERING,33816,71727,82536,82536,68277,74962,33816,71727,56433,71727,57456,79561,78672,79508,52665,82578,94000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),15439,15439,36278,49632,20996,23491,18895,31650,24262,31134,25371,25371,73443,81604,68559,75468,94000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSE,COMPUTER SCIENCE  AND  ENGINEERING,10293,10545,31090,39371,16838,18764,29841,29841,15830,17292,32325,50504,49832,53192,34330,46862,94000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,CSM,COMPUTER SCIENCE AND ENGINEERING ,12467,12467,38781,39406,17224,19612,12467,45731,18314,19383,37496,37496,70191,71731,80502,80502,94000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,15221,15883,48431,58760,26193,32607,24537,24537,23608,24696,27698,57159,66540,84435,40994,66836,94000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,24151,24151,83709,83709,45969,67536,24151,24151,39963,75679,73113,73113,73209,78128,40876,77991,94000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,13310,14224,41637,41637,19371,22921,13310,14224,19041,22111,43782,51612,64629,70303,48476,48476,94000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,1999,MEC,MECHANICAL ENGINEERING,73889,74332,73889,79751,81095,85936,73889,74332,83000,83000,79856,79856,84592,84592,73889,74332,94000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGU,COED,PVT,2005,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),71568,71568,71568,71568,71568,71568,71568,71568,71568,71568,71568,71568,71568,71568,71568,71568,45000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGU,COED,PVT,2005,CSE,COMPUTER SCIENCE  AND  ENGINEERING,31885,31885,80871,80871,59573,68206,31885,38020,77910,77910,31885,31885,82441,82441,85884,85884,45000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGU,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING ,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,45000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGU,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,45000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGU,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,45000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,RAYADURG,HYD,GIRLS,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,4286,NA,11450,NA,7229,NA,4286,NA,7536,NA,13574,NA,41194,NA,50288,122000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,RAYADURG,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,NA,2747,NA,9830,NA,5146,NA,5469,NA,5894,NA,9125,NA,20472,NA,21867,122000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,RAYADURG,HYD,GIRLS,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING ,NA,3512,NA,11065,NA,6232,NA,9624,NA,6464,NA,3944,NA,40310,NA,48217,122000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,RAYADURG,HYD,GIRLS,PVT,1997,CST,COMPUTER SCIENCE AND TECHNOLOGY,NA,5980,NA,33410,NA,10525,NA,5980,NA,11741,NA,19044,NA,58232,NA,79851,122000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,RAYADURG,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,6218,NA,27493,NA,10843,NA,14566,NA,11901,NA,21784,NA,39595,NA,32128,122000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,RAYADURG,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,11214,NA,33056,NA,27305,NA,61105,NA,22313,NA,32294,NA,51548,NA,36682,122000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,RAYADURG,HYD,GIRLS,PVT,1997,ETM,ELECTRONICS AND TELEMATICS,NA,17138,NA,70135,NA,28943,NA,17138,NA,29383,NA,38253,NA,85568,NA,72434,122000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,RAYADURG,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,NA,5235,NA,20570,NA,9536,NA,36587,NA,8919,NA,13799,NA,37406,NA,37049,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,14645,14645,47022,47022,28459,28459,14645,14645,23644,34856,14645,14645,41589,61208,24685,43084,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,5220,5220,26216,26216,8023,11425,50111,50111,8005,11830,22819,74926,35476,47327,27718,28366,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),4051,4243,11448,12042,6040,8657,4051,4243,6440,6440,13979,13979,31898,31898,30304,30304,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE  AND  ENGINEERING,3554,3806,10911,10911,6556,6896,15468,28816,6205,7610,10800,13373,21681,22435,14347,26790,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING ,3609,3992,12666,12681,5033,7491,3609,3992,5596,6668,9620,9620,19930,26558,16709,73928,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,7298,7522,27285,27328,11851,12241,7298,47242,9748,13255,21827,36011,34719,39669,25163,29119,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,6151,6176,17311,23616,8299,10056,16470,53917,9071,10772,22037,22037,38126,45034,25932,42527,122000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MIYAPUR,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,10820,14289,46764,53082,29415,38477,10820,20748,23248,61264,46022,55526,55096,71310,27792,60193,122000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,56608,66432,71572,71572,75939,82673,56608,66432,83571,83571,81187,81187,85725,85725,56608,76074,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),21325,21716,62881,62947,26484,28790,21325,21716,28034,42626,72917,72917,85806,85806,63417,64409,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),18901,19210,45209,48048,24419,27626,18901,19210,31012,31012,38056,38056,84725,84725,18901,83938,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,13900,13900,37883,46062,21139,23459,76037,77931,21597,23826,41300,48034,57543,65075,40045,58575,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING ,15421,16105,55529,58080,23964,28125,15421,16105,21074,21074,75009,75009,83096,83096,58304,69566,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),23697,26048,28429,42231,29823,35408,36034,36034,36963,44300,23697,26048,27331,77027,55781,55781,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,22661,22661,70620,84787,31037,42602,22661,39080,35633,35966,72102,83427,76480,76854,51020,67128,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,31289,43597,84246,85455,65218,72746,45630,45630,55776,69623,83825,83825,77271,80069,48114,72916,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,16599,17982,46034,49377,23429,28807,26104,26104,24883,26535,42868,43825,66972,68794,41804,64427,107000,JNTUH
GURU,GURUNANAK INSTTECH CAMPUS,IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,46439,71854,83711,83711,85883,85883,46439,71854,83657,83657,59778,79665,84566,84566,74963,74963,107000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MEDCHAL,MDL,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),36095,42664,36095,68592,51963,51963,71266,71266,64880,64880,59823,59823,82530,82530,62565,62565,82000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MEDCHAL,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),52186,61776,69037,82720,54551,63466,52186,61776,52186,61776,60334,61776,58846,79827,83056,83056,82000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MEDCHAL,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,21899,22642,52641,70681,37143,38824,75793,75793,38676,38676,56588,56588,67471,78929,63183,76390,82000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MEDCHAL,MDL,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING ,39764,39764,60910,80775,61151,81796,39764,39764,50717,64350,81392,81392,78075,80665,79388,79388,82000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MEDCHAL,MDL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),55195,76179,69605,76179,79284,79284,66365,76179,65510,76179,81584,81584,78314,78314,55195,76179,82000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MEDCHAL,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,25129,29955,56544,76374,61931,63442,25129,29955,44670,60405,61444,66165,75704,79752,63826,63876,82000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MEDCHAL,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,44470,44470,63974,63974,78206,78206,44470,44470,84323,84323,44470,44470,83812,85160,57422,71071,82000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MEDCHAL,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,62028,62028,83340,83340,83503,83503,62028,62028,81361,81361,62028,62028,70792,70792,66418,66418,82000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,KEESARA,MDL,COED,PVT,2001,CIV,CIVIL ENGINEERING,58782,58782,58782,58782,64354,64354,58782,58782,72058,72058,58782,58782,58782,58782,58782,77611,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,KEESARA,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,KEESARA,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,48049,50622,78550,84394,85389,85721,78348,78348,63160,78986,66225,70514,84558,85216,78313,84669,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,KEESARA,MDL,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING ,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,26368,81895,81895,40102,40102,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,KEESARA,MDL,COED,PVT,2001,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,KEESARA,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,KEESARA,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,KEESARA,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,66000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ANE,AERONAUTICAL ENGINEERING,19504,19504,52543,52543,29540,29540,19504,30623,41266,49972,37040,37040,56277,64128,50781,58126,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CIV,CIVIL ENGINEERING,18427,27180,66927,66927,83553,83553,34853,34853,44952,44952,53452,60875,64504,79020,45499,68929,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11105,11105,35383,44951,18002,19941,50417,50417,16974,22109,72773,72773,77192,77192,33286,80599,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),10767,10767,48514,59664,16561,18453,45214,45214,16596,21234,10767,38738,76851,76851,49348,49348,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSE,COMPUTER SCIENCE  AND  ENGINEERING,9203,9203,30565,32813,14830,16818,9203,53540,12957,14033,25424,57962,43105,48832,30040,67362,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,12072,13377,48815,58696,21751,23054,12072,13377,20218,24681,37605,37982,69777,71438,49678,49678,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSM,COMPUTER SCIENCE AND ENGINEERING ,9141,9827,27242,27242,14331,17708,20036,20036,15489,16016,24292,24292,49533,84426,15527,53085,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,14717,14717,46757,69188,23099,25690,81844,81844,21390,28823,55678,56986,68433,68433,44011,67792,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,18855,18855,76357,76357,36818,67965,18855,18855,34478,67563,81283,81283,75256,75687,28610,62054,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,INF,INFORMATION TECHNOLOGY,13145,13292,44542,44542,19964,22083,13145,73301,16761,19476,25782,36825,64768,64865,46139,73000,90000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,MEC,MECHANICAL ENGINEERING,25178,32621,55891,55891,37035,82516,76710,76936,36206,44564,71676,72909,71018,73978,36802,80141,90000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CIV,CIVIL ENGINEERING,62196,65133,62196,65133,62196,65133,62196,65133,62196,65133,62196,65133,85262,85262,67683,67683,52000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),76279,76279,76279,76279,76279,76279,76279,76279,76279,76279,76279,76279,76279,76279,76279,76279,52000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSE,COMPUTER SCIENCE  AND  ENGINEERING,64724,81263,77835,81263,84947,84947,64724,81263,78327,81263,64724,81263,84457,84457,74575,81263,52000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING ,65067,65067,65067,65067,65067,65067,65067,65067,65067,65067,65067,65067,65067,65067,65119,81127,52000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55279,66889,80457,80457,60804,66889,55279,66889,55279,66889,55279,75413,83952,83952,76101,76101,52000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,52774,52774,52774,52774,52774,52774,52774,52774,52774,52774,52774,52774,52774,52774,52774,52774,52000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,86187,86187,86199,86199,86187,86187,86187,86187,86187,86187,86187,86200,86189,86190,86187,86187,52000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2007,CIV,CIVIL ENGINEERING,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,86187,75000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2007,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),27807,37984,63462,71363,66584,82493,27807,37984,66032,83291,53230,53230,58752,58752,83730,83730,75000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE  AND  ENGINEERING,27127,29569,75806,81112,44319,50540,27127,68712,45793,46121,77714,77714,80415,85282,62713,73630,75000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING ,60925,60925,74818,74818,72583,72583,65724,67369,74446,74446,82166,82166,60925,60925,84739,84739,75000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),68801,68801,68801,68801,68801,68801,68801,68801,68801,68801,68801,68801,84493,84493,68801,68801,75000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47035,58596,73419,73419,72927,79407,63444,63444,85424,85424,72969,80926,86100,86100,75899,75899,75000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,30129,44415,62872,78190,68595,77489,30129,44415,79268,79320,75114,75114,79229,84289,64829,76467,93000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),38006,39561,38006,61297,57094,65156,38006,39561,38729,55932,61019,74008,70922,70922,48799,73785,93000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44748,44748,54579,63802,58325,64896,44748,44748,44748,58345,44748,44748,45637,86015,44748,44748,93000,JNTUH
